income,life expectancy,population size,region
603,28.2,3280000,Asia
603,28.2,3280000,Asia
603,28.2,3280000,Asia
603,28.2,3280000,Asia
603,28.2,3280000,Asia
603,28.2,3280000,Asia
603,28.1,3280000,Asia
603,28.1,3280000,Asia
603,28.1,3280000,Asia
603,28.1,3280000,Asia
604,28.1,3280000,Asia
604,28.1,3280000,Asia
604,28.1,3280000,Asia
604,28.1,3280000,Asia
604,28.1,3290000,Asia
604,28.1,3290000,Asia
604,28.1,3300000,Asia
604,28,3300000,Asia
604,28,3310000,Asia
604,28,3320000,Asia
604,28,3320000,Asia
607,28,3330000,Asia
609,28,3340000,Asia
611,28,3350000,Asia
613,28,3360000,Asia
615,27.9,3380000,Asia
617,27.9,3390000,Asia
619,27.9,3400000,Asia
621,27.9,3420000,Asia
623,27.9,3430000,Asia
625,27.9,3450000,Asia
627,27.9,3470000,Asia
630,27.9,3480000,Asia
632,27.9,3500000,Asia
634,27.9,3520000,Asia
636,27.9,3540000,Asia
638,27.8,3550000,Asia
640,27.8,3570000,Asia
643,27.8,3590000,Asia
645,27.8,3610000,Asia
647,27.8,3630000,Asia
649,27.8,3640000,Asia
651,27.8,3660000,Asia
654,27.8,3680000,Asia
656,27.8,3700000,Asia
658,27.8,3720000,Asia
660,27.7,3730000,Asia
663,27.7,3750000,Asia
665,27.7,3770000,Asia
667,27.7,3790000,Asia
669,27.7,3810000,Asia
672,27.7,3830000,Asia
674,27.7,3840000,Asia
676,27.7,3860000,Asia
678,27.7,3870000,Asia
681,27.6,3890000,Asia
683,27.6,3910000,Asia
685,27.6,3920000,Asia
688,27.6,3940000,Asia
690,27.6,3960000,Asia
692,27.6,3970000,Asia
695,27.6,3990000,Asia
697,27.6,4010000,Asia
699,27.6,4030000,Asia
702,27.6,4050000,Asia
704,27.5,4070000,Asia
707,27.5,4080000,Asia
709,27.5,4110000,Asia
711,27.5,4130000,Asia
714,27.5,4150000,Asia
716,27.5,4170000,Asia
719,27.6,4190000,Asia
721,27.6,4220000,Asia
724,27.7,4240000,Asia
726,27.7,4260000,Asia
729,27.8,4290000,Asia
731,27.8,4310000,Asia
734,27.9,4340000,Asia
736,28,4360000,Asia
739,28,4390000,Asia
741,28.1,4420000,Asia
744,28.1,4450000,Asia
746,28.2,4480000,Asia
749,28.2,4500000,Asia
751,28.3,4530000,Asia
754,28.4,4560000,Asia
756,28.4,4590000,Asia
759,28.5,4620000,Asia
761,28.5,4650000,Asia
764,28.6,4680000,Asia
767,28.6,4710000,Asia
769,28.7,4740000,Asia
772,28.8,4770000,Asia
774,28.8,4800000,Asia
777,28.9,4830000,Asia
780,28.9,4860000,Asia
782,29,4890000,Asia
785,29.1,4930000,Asia
788,29.1,4960000,Asia
790,29.2,4990000,Asia
793,29.2,5020000,Asia
796,29.3,5050000,Asia
798,29.3,5090000,Asia
801,29.4,5120000,Asia
804,29.4,5150000,Asia
807,29.5,5180000,Asia
809,29.6,5220000,Asia
812,29.6,5250000,Asia
815,29.7,5280000,Asia
818,29.7,5320000,Asia
820,29.8,5350000,Asia
823,29.8,5390000,Asia
826,29.9,5420000,Asia
829,29.9,5460000,Asia
833,30,5500000,Asia
837,30.1,5550000,Asia
841,30.1,5600000,Asia
845,30.2,5650000,Asia
849,7.89,5700000,Asia
853,30.3,5760000,Asia
857,30.3,5810000,Asia
863,30.4,5870000,Asia
868,30.4,5930000,Asia
874,30.5,5980000,Asia
880,30.6,6040000,Asia
885,30.6,6100000,Asia
891,30.7,6160000,Asia
897,30.7,6210000,Asia
903,30.8,6270000,Asia
909,30.8,6330000,Asia
915,30.9,6390000,Asia
921,30.9,6460000,Asia
927,31,6520000,Asia
933,31.1,6580000,Asia
939,31.1,6640000,Asia
945,31.2,6710000,Asia
951,31.2,6770000,Asia
957,31.3,6840000,Asia
963,31.3,6900000,Asia
969,31.4,6970000,Asia
976,31.4,7030000,Asia
982,31.5,7100000,Asia
988,31.6,7170000,Asia
995,31.6,7240000,Asia
1000,31.7,7310000,Asia
1010,31.7,7380000,Asia
1010,31.8,7450000,Asia
1020,31.8,7520000,Asia
1030,31.9,7590000,Asia
1030,31.9,7660000,Asia
1040,32,7750000,Asia
1060,32.4,7840000,Asia
1070,33,7930000,Asia
1120,33.7,8040000,Asia
1130,34.4,8150000,Asia
1130,35.1,8270000,Asia
1160,35.8,8400000,Asia
1140,36.5,8540000,Asia
1180,37.2,8680000,Asia
1190,37.9,8830000,Asia
1210,38.6,9000000,Asia
1200,39.4,9170000,Asia
1200,40.1,9350000,Asia
1190,40.8,9530000,Asia
1190,41.5,9730000,Asia
1190,42.2,9940000,Asia
1180,42.9,10200000,Asia
1180,43.7,10400000,Asia
1200,44.4,10600000,Asia
1190,45.1,10900000,Asia
1180,45.8,11100000,Asia
1100,45.9,11400000,Asia
1050,45.9,11700000,Asia
1150,46,12000000,Asia
1180,46.1,12300000,Asia
1210,46.3,12600000,Asia
1240,46.5,12800000,Asia
1130,46.6,13100000,Asia
1190,45,13200000,Asia
1170,43.6,13300000,Asia
1170,43.3,13200000,Asia
1300,44.1,13100000,Asia
1410,43.8,12700000,Asia
1470,42,12400000,Asia
1440,39.8,12000000,Asia
1400,41.6,11800000,Asia
1500,42.6,11600000,Asia
1240,44.7,11500000,Asia
1120,47,11500000,Asia
1100,50.8,11800000,Asia
1040,51.6,12200000,Asia
1030,51.3,13000000,Asia
950,51.4,14000000,Asia
818,51.4,15100000,Asia
732,50.7,16200000,Asia
881,51.1,17100000,Asia
904,51.4,17800000,Asia
930,51.1,18400000,Asia
956,50.1,18900000,Asia
982,51.5,19400000,Asia
972,51.6,20100000,Asia
871,51.7,21000000,Asia
1060,52.4,22000000,Asia
1100,53,23100000,Asia
1060,53.5,24100000,Asia
1140,53.9,25100000,Asia
1160,54.1,25900000,Asia
1290,54.6,26600000,Asia
1300,55.2,27300000,Asia
1530,55.7,28000000,Asia
1610,56.2,28800000,Asia
1660,56.7,29700000,Asia
1840,57.2,30700000,Asia
1810,57.7,31700000,Asia
1780,57.8,32800000,Asia
1750,57.9,33700000,Asia
1740,58,34700000,Asia
1800,58.4,35500000,Asia
1870,58.7,36400000,Asia
667,35.4,410000,Europe
667,35.4,412000,Europe
667,35.4,413000,Europe
667,35.4,414000,Europe
667,35.4,416000,Europe
668,35.4,417000,Europe
668,35.4,418000,Europe
668,35.4,420000,Europe
668,35.4,421000,Europe
668,35.4,422000,Europe
668,35.4,424000,Europe
668,35.4,425000,Europe
668,35.4,426000,Europe
668,35.4,428000,Europe
668,35.4,429000,Europe
669,35.4,431000,Europe
669,35.4,432000,Europe
669,35.4,434000,Europe
669,35.4,435000,Europe
669,35.4,437000,Europe
669,35.4,439000,Europe
671,35.4,440000,Europe
672,35.4,442000,Europe
674,35.4,444000,Europe
675,35.4,446000,Europe
677,35.4,448000,Europe
678,35.4,449000,Europe
680,35.4,451000,Europe
681,35.4,453000,Europe
683,35.4,455000,Europe
684,35.4,457000,Europe
686,35.4,459000,Europe
688,35.4,461000,Europe
689,35.4,463000,Europe
691,35.4,466000,Europe
692,35.4,468000,Europe
694,35.4,470000,Europe
695,35.4,472000,Europe
697,35.4,474000,Europe
699,35.4,476000,Europe
700,35.4,478000,Europe
702,35.4,480000,Europe
703,35.4,483000,Europe
705,35.4,485000,Europe
707,35.4,488000,Europe
708,35.4,491000,Europe
710,35.4,494000,Europe
711,35.4,497000,Europe
713,35.4,500000,Europe
715,35.4,503000,Europe
716,35.4,507000,Europe
718,35.4,511000,Europe
720,35.4,515000,Europe
721,35.4,519000,Europe
723,35.4,523000,Europe
724,35.4,528000,Europe
726,35.4,533000,Europe
728,35.4,537000,Europe
729,35.4,542000,Europe
731,35.4,547000,Europe
733,35.4,553000,Europe
734,35.4,558000,Europe
736,35.4,564000,Europe
738,35.4,569000,Europe
739,35.4,575000,Europe
741,35.4,581000,Europe
743,35.4,586000,Europe
745,35.4,592000,Europe
746,35.4,598000,Europe
748,35.4,604000,Europe
750,35.4,610000,Europe
761,35.4,616000,Europe
772,35.4,622000,Europe
784,35.4,628000,Europe
795,35.4,634000,Europe
807,35.4,641000,Europe
819,35.4,647000,Europe
831,35.4,653000,Europe
844,35.4,660000,Europe
856,35.4,666000,Europe
869,35.4,673000,Europe
882,35.4,679000,Europe
895,35.4,686000,Europe
908,35.4,692000,Europe
922,35.4,699000,Europe
936,35.4,706000,Europe
950,35.4,713000,Europe
964,35.4,720000,Europe
978,35.4,727000,Europe
993,35.4,734000,Europe
1010,35.5,742000,Europe
1020,35.5,749000,Europe
1040,35.5,757000,Europe
1050,35.5,764000,Europe
1070,35.5,772000,Europe
1080,35.5,780000,Europe
1090,35.5,788000,Europe
1110,35.5,796000,Europe
1130,35.5,804000,Europe
1140,35.5,812000,Europe
1160,35.5,820000,Europe
1170,35.5,828000,Europe
1190,35.5,836000,Europe
1200,35.5,844000,Europe
1220,35.5,852000,Europe
1240,35.5,860000,Europe
1250,35.5,868000,Europe
1270,35.5,876000,Europe
1290,35.5,884000,Europe
1300,35.5,893000,Europe
1320,35.5,901000,Europe
1340,35.5,910000,Europe
1370,35.5,918000,Europe
1390,35.5,926000,Europe
1410,35.5,932000,Europe
1420,35.5,938000,Europe
1440,35.5,943000,Europe
1460,35.5,949000,Europe
1480,19.5,954000,Europe
1500,35.5,959000,Europe
1520,35.5,964000,Europe
1540,35.5,969000,Europe
1560,35.5,974000,Europe
1580,35.5,979000,Europe
1600,35.5,984000,Europe
1620,35.5,989000,Europe
1640,35.5,995000,Europe
1650,35.5,1000000,Europe
1670,35.5,1010000,Europe
1690,35.5,1010000,Europe
1710,36.4,1020000,Europe
1720,37.3,1020000,Europe
1730,38.2,1030000,Europe
1740,39.1,1030000,Europe
1750,40,1040000,Europe
1770,40.9,1040000,Europe
1780,41.8,1050000,Europe
1790,42.8,1060000,Europe
1800,43.6,1080000,Europe
1810,43.2,1100000,Europe
1820,42.2,1120000,Europe
1830,41.7,1140000,Europe
1840,40.2,1150000,Europe
1850,37.2,1160000,Europe
1860,34.2,1160000,Europe
1870,47.2,1180000,Europe
1880,50.3,1200000,Europe
1890,51.8,1210000,Europe
1900,52.7,1230000,Europe
1910,53.6,1250000,Europe
1920,54.5,1260000,Europe
2000,54.7,1290000,Europe
2010,55.2,1320000,Europe
2090,55.8,1350000,Europe
2150,56.5,1380000,Europe
2270,57.3,1420000,Europe
2290,58.3,1460000,Europe
2440,59.3,1500000,Europe
2550,60.4,1540000,Europe
2660,61.6,1590000,Europe
2790,62.7,1640000,Europe
2820,63.7,1690000,Europe
2910,64.6,1740000,Europe
3010,65.3,1790000,Europe
3110,65.9,1840000,Europe
3220,66.3,1900000,Europe
3340,66.5,1950000,Europe
3460,66.7,2000000,Europe
3580,66.9,2050000,Europe
3700,67.1,2100000,Europe
3830,67.4,2150000,Europe
3980,68,2200000,Europe
4120,68.6,2250000,Europe
4320,69.2,2310000,Europe
4320,69.8,2360000,Europe
4330,70.3,2410000,Europe
4340,70.8,2460000,Europe
4340,71.3,2520000,Europe
4350,71.7,2570000,Europe
4360,72,2630000,Europe
4390,72.3,2680000,Europe
4400,72.4,2740000,Europe
4410,72.5,2790000,Europe
4430,72.6,2840000,Europe
4440,72.8,2900000,Europe
4450,73,2970000,Europe
4470,73.2,3040000,Europe
4490,73.2,3120000,Europe
4510,73.4,3200000,Europe
4530,73.7,3250000,Europe
4560,73.9,3280000,Europe
3230,73.9,3280000,Europe
3010,73.9,3240000,Europe
3320,73.9,3190000,Europe
3620,74,3140000,Europe
4130,74.1,3110000,Europe
4530,74.3,3090000,Europe
4070,72.5,3090000,Europe
4460,74.3,3100000,Europe
5100,74.4,3120000,Europe
5470,74.4,3120000,Europe
5960,74.5,3120000,Europe
6230,74.5,3120000,Europe
6620,74.6,3110000,Europe
7020,74.7,3100000,Europe
7460,74.9,3080000,Europe
7920,75.2,3050000,Europe
8450,75.4,3020000,Europe
9150,75.6,2990000,Europe
9530,75.9,2960000,Europe
9930,76.3,2940000,Europe
10200,76.7,2930000,Europe
10400,77,2920000,Europe
10500,77.2,2920000,Europe
10700,77.4,2920000,Europe
11000,77.6,2920000,Europe
11400,77.7,2930000,Europe
11900,77.9,2930000,Europe
12400,78,2930000,Europe
715,28.8,2500000,Africa
716,28.8,2510000,Africa
717,28.8,2520000,Africa
718,28.8,2530000,Africa
719,28.8,2540000,Africa
720,28.8,2550000,Africa
721,28.8,2560000,Africa
722,28.8,2570000,Africa
723,28.8,2580000,Africa
724,28.8,2590000,Africa
725,28.8,2600000,Africa
726,28.8,2600000,Africa
727,28.8,2610000,Africa
728,28.8,2630000,Africa
729,28.8,2640000,Africa
730,28.8,2650000,Africa
731,28.8,2660000,Africa
732,28.8,2670000,Africa
733,28.8,2690000,Africa
734,28.8,2700000,Africa
735,28.8,2710000,Africa
743,28.8,2730000,Africa
751,28.8,2740000,Africa
759,28.8,2760000,Africa
767,28.8,2770000,Africa
775,28.8,2790000,Africa
784,28.8,2810000,Africa
792,28.8,2820000,Africa
801,28.8,2840000,Africa
810,28.8,2860000,Africa
819,28.8,2880000,Africa
828,28.8,2900000,Africa
837,28.8,2920000,Africa
846,28.8,2940000,Africa
855,28.8,2960000,Africa
864,28.8,2980000,Africa
874,28.8,3000000,Africa
883,28.8,3020000,Africa
893,28.8,3040000,Africa
903,28.8,3060000,Africa
912,28.8,3080000,Africa
922,28.8,3100000,Africa
932,28.8,3120000,Africa
943,28.8,3150000,Africa
953,28.8,3170000,Africa
963,28.8,3190000,Africa
974,28.8,3210000,Africa
984,28.8,3230000,Africa
995,28.8,3250000,Africa
1010,20,3280000,Africa
1020,15,3300000,Africa
1030,22,3320000,Africa
1040,28.8,3350000,Africa
1050,28.8,3370000,Africa
1060,28.8,3390000,Africa
1070,28.8,3420000,Africa
1090,28.8,3440000,Africa
1100,28.8,3460000,Africa
1110,28.8,3490000,Africa
1120,28.8,3510000,Africa
1130,28.8,3540000,Africa
1150,28.8,3560000,Africa
1160,28.8,3590000,Africa
1170,28.8,3610000,Africa
1180,28.8,3640000,Africa
1200,28.8,3670000,Africa
1210,28.8,3690000,Africa
1220,21,3720000,Africa
1240,11,3750000,Africa
1250,15,3780000,Africa
1260,22,3810000,Africa
1280,28.9,3840000,Africa
1290,28.9,3870000,Africa
1310,28.9,3900000,Africa
1320,29,3930000,Africa
1330,29,3970000,Africa
1350,29.1,4000000,Africa
1360,29.1,4030000,Africa
1380,29.1,4070000,Africa
1390,29.2,4110000,Africa
1410,29.2,4140000,Africa
1420,29.3,4180000,Africa
1440,29.3,4220000,Africa
1450,29.4,4250000,Africa
1470,29.4,4290000,Africa
1490,29.4,4330000,Africa
1500,29.5,4370000,Africa
1520,29.5,4410000,Africa
1540,29.6,4450000,Africa
1550,29.6,4490000,Africa
1570,29.6,4530000,Africa
1590,29.7,4570000,Africa
1600,29.7,4610000,Africa
1620,29.8,4650000,Africa
1640,29.8,4690000,Africa
1660,29.8,4730000,Africa
1680,29.9,4770000,Africa
1690,29.9,4820000,Africa
1710,30,4860000,Africa
1730,30,4900000,Africa
1750,30.1,4950000,Africa
1770,30.2,4990000,Africa
1790,30.3,5030000,Africa
1810,31.3,5080000,Africa
1830,25.3,5120000,Africa
1850,28,5170000,Africa
1870,29.5,5220000,Africa
1890,29.4,5260000,Africa
1910,29.3,5310000,Africa
1930,30.9,5360000,Africa
1950,32.5,5400000,Africa
2000,32.3,5450000,Africa
2050,33.7,5500000,Africa
2100,31.5,5560000,Africa
2130,31,5620000,Africa
2170,30.5,5690000,Africa
2210,30.1,5770000,Africa
2240,30.2,5840000,Africa
2280,23.6,5910000,Africa
2320,30.3,5990000,Africa
2360,29.4,6060000,Africa
2420,29.5,6140000,Africa
2480,29.2,6220000,Africa
2540,31.8,6300000,Africa
2600,33.3,6380000,Africa
2660,34.1,6460000,Africa
2720,33.4,6540000,Africa
2780,28.6,6620000,Africa
2830,32.2,6710000,Africa
2890,32.5,6790000,Africa
2950,33.8,6880000,Africa
3010,31.7,6960000,Africa
3060,33.1,7050000,Africa
3120,34.3,7140000,Africa
3180,33.7,7230000,Africa
3230,35.6,7320000,Africa
3290,36.8,7410000,Africa
3340,34.9,7510000,Africa
3390,34.3,7600000,Africa
3450,36.6,7700000,Africa
3500,37.1,7800000,Africa
3550,35.3,7900000,Africa
3610,34.7,8000000,Africa
3660,30,8100000,Africa
3710,35.5,8200000,Africa
3760,33.2,8300000,Africa
3810,35.4,8410000,Africa
3860,38.8,8510000,Africa
3910,42,8620000,Africa
3960,44.4,8730000,Africa
4000,46.9,8870000,Africa
3980,47.1,9040000,Africa
4100,47.6,9220000,Africa
4100,48.1,9410000,Africa
4340,48.6,9610000,Africa
4390,49.2,9830000,Africa
4740,49.7,10100000,Africa
5200,50.3,10300000,Africa
5310,50.9,10600000,Africa
6190,51.4,10800000,Africa
6520,52,11100000,Africa
5640,52.6,11400000,Africa
4520,53.2,11700000,Africa
5590,53.8,12000000,Africa
5740,54.3,12300000,Africa
5960,54.9,12600000,Africa
5520,55.4,13000000,Africa
5860,56,13400000,Africa
6370,56.5,13700000,Africa
6810,57,14100000,Africa
7290,57.5,14600000,Africa
6490,57.8,15000000,Africa
7630,58.2,15400000,Africa
7650,58.5,15800000,Africa
7890,59.1,16200000,Africa
8200,59.5,16700000,Africa
8480,60,17200000,Africa
8980,60.6,17700000,Africa
9830,61.2,18200000,Africa
10400,61.9,18800000,Africa
10300,62.1,19300000,Africa
10300,63.4,19900000,Africa
10600,64.4,20600000,Africa
10800,65.7,21200000,Africa
11100,66.9,21900000,Africa
11200,68,22600000,Africa
10800,68.7,23200000,Africa
10500,69.4,23900000,Africa
10000,70,24600000,Africa
10200,70.5,25300000,Africa
10200,71,25900000,Africa
9870,71.4,26600000,Africa
9820,71.7,27200000,Africa
9400,72,27800000,Africa
9130,72.1,28400000,Africa
9300,72.3,28900000,Africa
9510,72.8,29400000,Africa
9460,73,29900000,Africa
9800,73.1,30300000,Africa
9970,73.5,30800000,Africa
10200,73.9,31200000,Africa
10400,74.1,31600000,Africa
10800,74.4,32000000,Africa
11500,74.5,32400000,Africa
11800,75.1,32800000,Africa
12300,75.4,33300000,Africa
12300,75.6,33800000,Africa
12600,75.9,34300000,Africa
12700,76.1,34900000,Africa
12600,76.3,35500000,Africa
12900,76.5,36100000,Africa
13000,76.7,36800000,Africa
13200,76.8,37600000,Africa
13300,77,38300000,Africa
13500,77.1,39100000,Africa
13700,77.3,39900000,Africa
14000,77.4,40600000,Africa
13800,77.6,41300000,Africa
13700,77.9,42000000,Africa
1200,NA,2650,Europe
1200,NA,2650,Europe
1200,NA,2650,Europe
1200,NA,2650,Europe
1210,NA,2650,Europe
1210,NA,2650,Europe
1210,NA,2650,Europe
1210,NA,2650,Europe
1220,NA,2650,Europe
1220,NA,2650,Europe
1220,NA,2650,Europe
1220,NA,2660,Europe
1220,NA,2660,Europe
1230,NA,2660,Europe
1230,NA,2660,Europe
1230,NA,2670,Europe
1230,NA,2670,Europe
1240,NA,2680,Europe
1240,NA,2680,Europe
1240,NA,2690,Europe
1240,NA,2700,Europe
1260,NA,2710,Europe
1270,NA,2720,Europe
1290,NA,2730,Europe
1300,NA,2740,Europe
1320,NA,2760,Europe
1330,NA,2770,Europe
1350,NA,2790,Europe
1370,NA,2800,Europe
1380,NA,2820,Europe
1400,NA,2840,Europe
1410,NA,2850,Europe
1430,NA,2870,Europe
1450,NA,2890,Europe
1470,NA,2910,Europe
1480,NA,2930,Europe
1500,NA,2950,Europe
1520,NA,2970,Europe
1540,NA,2990,Europe
1550,NA,3010,Europe
1570,NA,3030,Europe
1590,NA,3050,Europe
1610,NA,3070,Europe
1630,NA,3090,Europe
1650,NA,3110,Europe
1670,NA,3130,Europe
1690,NA,3150,Europe
1710,NA,3170,Europe
1730,NA,3190,Europe
1750,NA,3210,Europe
1770,NA,3230,Europe
1790,NA,3250,Europe
1810,NA,3270,Europe
1830,NA,3290,Europe
1860,NA,3310,Europe
1880,NA,3330,Europe
1900,NA,3350,Europe
1920,NA,3370,Europe
1950,NA,3390,Europe
1970,NA,3410,Europe
1990,NA,3440,Europe
2020,NA,3460,Europe
2040,NA,3480,Europe
2060,NA,3500,Europe
2090,NA,3520,Europe
2110,NA,3540,Europe
2140,NA,3570,Europe
2160,NA,3590,Europe
2190,NA,3610,Europe
2220,NA,3630,Europe
2240,NA,3650,Europe
2270,NA,3680,Europe
2300,NA,3700,Europe
2320,NA,3720,Europe
2350,NA,3740,Europe
2380,NA,3770,Europe
2410,NA,3790,Europe
2440,NA,3810,Europe
2460,NA,3840,Europe
2490,NA,3860,Europe
2520,NA,3890,Europe
2550,NA,3910,Europe
2580,NA,3930,Europe
2610,NA,3960,Europe
2650,NA,3980,Europe
2680,NA,4010,Europe
2710,NA,4030,Europe
2740,NA,4060,Europe
2770,NA,4080,Europe
2810,NA,4110,Europe
2840,NA,4130,Europe
2870,NA,4160,Europe
2910,NA,4180,Europe
2940,NA,4210,Europe
2980,NA,4230,Europe
3010,NA,4260,Europe
3050,NA,4290,Europe
3080,NA,4310,Europe
3120,NA,4340,Europe
3160,NA,4370,Europe
3200,NA,4390,Europe
3230,NA,4420,Europe
3270,NA,4450,Europe
3310,NA,4470,Europe
3350,NA,4500,Europe
3390,NA,4530,Europe
3430,NA,4560,Europe
3470,NA,4590,Europe
3510,NA,4610,Europe
3550,NA,4640,Europe
3600,NA,4670,Europe
3640,NA,4700,Europe
3680,NA,4730,Europe
3730,NA,4760,Europe
3790,NA,4790,Europe
3850,NA,4820,Europe
3920,NA,4850,Europe
3980,NA,4880,Europe
4050,NA,4910,Europe
4120,NA,4940,Europe
4190,NA,4970,Europe
4260,NA,5010,Europe
4330,NA,5040,Europe
4410,NA,5070,Europe
4480,NA,5110,Europe
4560,NA,5140,Europe
4640,NA,5170,Europe
4720,NA,5210,Europe
4800,NA,5240,Europe
4880,NA,5270,Europe
4970,NA,5310,Europe
5050,NA,5340,Europe
5140,NA,5380,Europe
5230,NA,5410,Europe
5320,NA,5450,Europe
5410,NA,5480,Europe
5500,NA,5520,Europe
5600,NA,5560,Europe
5690,NA,5590,Europe
5790,NA,5630,Europe
5890,NA,5670,Europe
5990,NA,5700,Europe
6100,NA,5740,Europe
6200,NA,5780,Europe
6310,NA,5820,Europe
6410,NA,5850,Europe
6520,NA,5890,Europe
6640,NA,5930,Europe
6750,NA,5970,Europe
6870,NA,6010,Europe
6980,NA,6200,Europe
7550,NA,6690,Europe
8160,NA,7250,Europe
8830,NA,7870,Europe
9540,NA,8530,Europe
10300,NA,9230,Europe
11200,NA,9990,Europe
12100,NA,10800,Europe
13000,NA,11600,Europe
14100,NA,12500,Europe
15200,NA,13400,Europe
16500,NA,14400,Europe
17800,NA,15400,Europe
19200,NA,16400,Europe
20800,NA,17500,Europe
22500,NA,18500,Europe
24300,NA,19600,Europe
26300,NA,20800,Europe
28400,NA,21900,Europe
30700,NA,23100,Europe
33200,76,24300,Europe
33000,76.3,25600,Europe
34000,76.6,26900,Europe
34900,76.9,28200,Europe
35300,77.2,29500,Europe
34100,77.4,30700,Europe
34000,77.7,31800,Europe
34000,78,32800,Europe
33500,78.3,33700,Europe
32500,78.6,34800,Europe
32100,78.7,36100,Europe
30800,78.8,37500,Europe
29900,78.8,39100,Europe
29100,78.8,40900,Europe
28400,79,42700,Europe
27800,79.1,44600,Europe
27600,79.2,46500,Europe
27900,79.3,48500,Europe
28200,79.3,50400,Europe
28400,79.4,52400,Europe
28400,79.5,54500,Europe
28000,79.5,56700,Europe
27200,79.6,58900,Europe
26000,79.8,61000,Europe
25900,80,62700,Europe
26100,80.3,63900,Europe
27200,80.6,64400,Europe
29700,81,64300,Europe
30800,81.3,64100,Europe
31900,81.5,64400,Europe
31700,81.8,65400,Europe
31800,82,67300,Europe
31900,82.3,70000,Europe
34500,82.4,73200,Europe
36300,82.3,76200,Europe
39800,82.5,78900,Europe
42700,82.5,81000,Europe
43400,82.7,82700,Europe
41400,82.7,83900,Europe
41700,82.7,84500,Europe
39000,82.7,84400,Europe
42000,82.6,83800,Europe
41900,82.6,82400,Europe
43700,82.6,80800,Europe
44900,82.6,79200,Europe
46600,82.5,78000,Europe
48200,82.5,77300,Europe
49800,NA,77000,Europe
51500,NA,77000,Europe
618,27,1570000,Africa
620,27,1570000,Africa
623,27,1570000,Africa
626,27,1570000,Africa
628,27,1570000,Africa
631,27,1570000,Africa
634,27,1570000,Africa
637,27,1570000,Africa
640,27,1570000,Africa
642,27,1570000,Africa
645,27,1570000,Africa
648,27,1570000,Africa
651,27,1570000,Africa
654,27,1570000,Africa
657,27,1570000,Africa
660,27,1580000,Africa
662,27,1580000,Africa
665,27,1580000,Africa
668,27,1590000,Africa
671,27,1590000,Africa
674,27,1600000,Africa
677,27,1600000,Africa
680,27,1610000,Africa
683,27,1620000,Africa
686,27,1630000,Africa
689,27,1630000,Africa
692,27,1640000,Africa
695,27,1650000,Africa
698,27,1660000,Africa
701,27,1670000,Africa
704,27,1690000,Africa
708,27,1700000,Africa
711,27,1710000,Africa
714,27,1720000,Africa
717,27,1740000,Africa
720,27,1750000,Africa
723,27,1760000,Africa
726,27,1770000,Africa
730,27,1790000,Africa
733,27,1800000,Africa
736,27,1810000,Africa
739,27,1830000,Africa
743,27,1840000,Africa
746,27,1850000,Africa
749,27,1870000,Africa
752,27,1880000,Africa
756,27,1890000,Africa
759,27,1910000,Africa
762,27,1920000,Africa
766,27,1940000,Africa
769,27,1950000,Africa
773,27,1970000,Africa
776,27,1980000,Africa
779,27,2000000,Africa
783,27,2020000,Africa
786,27,2040000,Africa
790,27,2050000,Africa
793,27,2070000,Africa
797,27,2090000,Africa
800,27,2110000,Africa
804,27,2130000,Africa
807,27,2140000,Africa
811,27,2160000,Africa
814,27,2180000,Africa
818,27,2200000,Africa
822,27,2220000,Africa
825,27,2240000,Africa
829,27,2260000,Africa
832,27,2280000,Africa
836,27,2300000,Africa
840,27,2320000,Africa
844,27.1,2340000,Africa
847,27.1,2360000,Africa
851,27.2,2380000,Africa
855,27.3,2400000,Africa
858,27.4,2420000,Africa
862,27.5,2440000,Africa
866,27.6,2460000,Africa
870,27.7,2480000,Africa
874,27.8,2500000,Africa
878,27.8,2520000,Africa
881,27.9,2550000,Africa
885,28,2570000,Africa
889,28.1,2590000,Africa
893,28.2,2610000,Africa
897,28.3,2630000,Africa
901,28.3,2660000,Africa
905,28.4,2680000,Africa
909,28.5,2700000,Africa
913,28.6,2730000,Africa
917,28.7,2750000,Africa
921,28.8,2770000,Africa
925,28.9,2800000,Africa
929,28.9,2820000,Africa
933,29,2850000,Africa
937,29.1,2870000,Africa
941,29.2,2890000,Africa
946,29.3,2920000,Africa
950,29.4,2940000,Africa
954,29.4,2970000,Africa
958,29.5,3000000,Africa
962,29.6,3020000,Africa
967,29.7,3050000,Africa
971,29.8,3070000,Africa
975,29.9,3100000,Africa
979,30,3130000,Africa
984,30.1,3150000,Africa
988,30.1,3180000,Africa
992,30.2,3210000,Africa
997,30.3,3230000,Africa
1000,30.4,3260000,Africa
1010,30.5,3290000,Africa
1010,30.6,3320000,Africa
1010,30.6,3350000,Africa
1050,30.7,3380000,Africa
1080,30.8,3400000,Africa
1110,30.9,3430000,Africa
1140,31,3460000,Africa
1170,12,3490000,Africa
1210,31.2,3510000,Africa
1250,31.2,3540000,Africa
1290,31.3,3560000,Africa
1330,31.4,3590000,Africa
1370,31.5,3620000,Africa
1410,31.6,3640000,Africa
1460,31.7,3670000,Africa
1500,31.8,3700000,Africa
1550,31.8,3720000,Africa
1600,31.9,3750000,Africa
1650,32,3780000,Africa
1700,32.1,3800000,Africa
1760,32.2,3830000,Africa
1810,32.3,3860000,Africa
1870,32.4,3890000,Africa
1930,32.4,3920000,Africa
1990,32.5,3940000,Africa
