"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"3186",2004,"SOUTH CAROLINA","SC","DORCHESTER",45035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26006,41317,20191203,"TOTAL",62.9426144202144
"3187",2008,"SOUTH CAROLINA","SC","DORCHESTER",45035,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",29929,52405,20191203,"TOTAL",57.1109626943994
"3188",2012,"SOUTH CAROLINA","SC","DORCHESTER",45035,"PRESIDENT","MITT ROMNEY","REPUBLICAN",32531,56855,20191203,"TOTAL",57.21748307097
"3189",2016,"SOUTH CAROLINA","SC","DORCHESTER",45035,"PRESIDENT","DONALD TRUMP","REPUBLICAN",34987,62567,20191203,"TOTAL",55.9192545591126
"3190",2020,"MARYLAND","MD","DORCHESTER",24019,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4749,15977,20210622,"EARLY VOTING",29.7239782186894
"3191",2000,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","AL GORE","DEMOCRAT",16650,29064,20191203,"TOTAL",57.2873658133774
"3192",2004,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","JOHN KERRY","DEMOCRAT",19805,33647,20191203,"TOTAL",58.8611168900645
"3193",2008,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","BARACK OBAMA","DEMOCRAT",26135,38846,20191203,"TOTAL",67.2784842712248
"3194",2012,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","BARACK OBAMA","DEMOCRAT",26295,37919,20191203,"TOTAL",69.3451831535642
"3195",2016,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",23311,34087,20191203,"TOTAL",68.3867750168686
"3196",2020,"GEORGIA","GA","DOUGHERTY",13095,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",9124,35311,20210622,"ADVANCED VOTING",25.8389736909178
"3197",2000,"SOUTH DAKOTA","SD","DOUGLAS",46043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1311,1709,20191203,"TOTAL",76.7115272088941
"3198",2004,"SOUTH DAKOTA","SD","DOUGLAS",46043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1596,2012,20191203,"TOTAL",79.324055666004
"3199",2008,"SOUTH DAKOTA","SD","DOUGLAS",46043,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1293,1735,20191203,"TOTAL",74.5244956772334
"3200",2012,"SOUTH DAKOTA","SD","DOUGLAS",46043,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1334,1690,20191203,"TOTAL",78.9349112426035
"3201",2016,"SOUTH DAKOTA","SD","DOUGLAS",46043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1338,1605,20191203,"TOTAL",83.3644859813084
"3202",2020,"SOUTH DAKOTA","SD","DOUGLAS",46043,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1468,1707,20210622,"TOTAL",85.9988283538371
"3203",2000,"ARKANSAS","AR","DREW",5043,"PRESIDENT","AL GORE","DEMOCRAT",3060,5922,20191203,"TOTAL",51.6717325227964
"3204",2004,"ARKANSAS","AR","DREW",5043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3262,6249,20191203,"TOTAL",52.200352056329
"3205",2008,"ARKANSAS","AR","DREW",5043,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3860,6610,20191203,"TOTAL",58.3963691376702
"3206",2012,"ARKANSAS","AR","DREW",5043,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3887,6633,20191203,"TOTAL",58.6009347203377
"3207",2016,"ARKANSAS","AR","DREW",5043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3968,6595,20191203,"TOTAL",60.1667930250189
"3208",2020,"ARKANSAS","AR","DREW",5043,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3126,6908,20210622,"EARLY VOTE",45.2518818760857
"3209",2000,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10134,15504,20191203,"TOTAL",65.3637770897833
"3210",2004,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11726,17066,20191203,"TOTAL",68.7097152232509
"3211",2008,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9526,18565,20191203,"TOTAL",51.3116078642607
"3212",2012,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","MITT ROMNEY","REPUBLICAN",11654,18542,20191203,"TOTAL",62.8519037859994
"3213",2016,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13365,19984,20191203,"TOTAL",66.8785028022418
"3214",2020,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15033,21770,20210622,"TOTAL",69.0537436839688
"3215",2000,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","AL GORE","DEMOCRAT",22341,40323,20191203,"TOTAL",55.4051037869206
"3216",2004,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","JOHN KERRY","DEMOCRAT",26561,47043,20191203,"TOTAL",56.4611100482537
"3217",2008,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","BARACK OBAMA","DEMOCRAT",28611,47953,20191203,"TOTAL",59.6646716576648
"3218",2012,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","BARACK OBAMA","DEMOCRAT",28768,50894,20191203,"TOTAL",56.5253271505482
"3219",2016,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","DONALD TRUMP","REPUBLICAN",23460,49721,20191203,"TOTAL",47.183282717564
"3220",2020,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",20687,53926,20210622,"ABSENTEE",38.3618291733116
"3221",2000,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3622,4546,20191203,"TOTAL",79.6744390673119
"3222",2004,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4742,5556,20191203,"TOTAL",85.3491720662347
"3223",2008,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4689,5744,20191203,"TOTAL",81.633008356546
"3224",2012,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5698,6379,20191203,"TOTAL",89.3243455087004
"3225",2016,"UTAH","UT","DUCHESNE",49013,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5508,6942,20191203,"TOTAL",79.343128781331
"3226",2020,"UTAH","UT","DUCHESNE",49013,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",7512,8561,20210622,"TOTAL",87.7467585562434
"3227",2000,"MASSACHUSETTS","MA","DUKES",25007,"PRESIDENT","AL GORE","DEMOCRAT",5474,8856,20191203,"TOTAL",61.8112014453478
"3228",2004,"MASSACHUSETTS","MA","DUKES",25007,"PRESIDENT","JOHN KERRY","DEMOCRAT",7265,9997,20191203,"TOTAL",72.6718015404621
"3229",2008,"MASSACHUSETTS","MA","DUKES",25007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7913,10553,20191203,"TOTAL",74.9834170378091
"3230",2012,"MASSACHUSETTS","MA","DUKES",25007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",7978,10968,20191203,"TOTAL",72.7388767323122
"3231",2016,"MASSACHUSETTS","MA","DUKES",25007,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",8400,11502,20191203,"TOTAL",73.0307772561294
"3232",2020,"MASSACHUSETTS","MA","DUKES",25007,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",9914,12873,20210622,"TOTAL",77.0139050726326
"3233",2000,"NEBRASKA","NE","DUNDY",31057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",801,1011,20191203,"TOTAL",79.2284866468843
"3234",2004,"NEBRASKA","NE","DUNDY",31057,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",858,1053,20191203,"TOTAL",81.4814814814815
"3235",2008,"NEBRASKA","NE","DUNDY",31057,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",783,1019,20191203,"TOTAL",76.8400392541708
"3236",2012,"NEBRASKA","NE","DUNDY",31057,"PRESIDENT","MITT ROMNEY","REPUBLICAN",792,985,20191203,"TOTAL",80.4060913705584
"3237",2016,"NEBRASKA","NE","DUNDY",31057,"PRESIDENT","DONALD TRUMP","REPUBLICAN",823,953,20191203,"TOTAL",86.3588667366212
"3238",2020,"NEBRASKA","NE","DUNDY",31057,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",883,999,20210622,"TOTAL",88.3883883883884
"3239",2000,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5426,10525,20191203,"TOTAL",51.5534441805226
"3240",2004,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6720,11677,20191203,"TOTAL",57.5490280037681
"3241",2008,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",7044,11764,20191203,"TOTAL",59.8775926555593
"3242",2012,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6850,10651,20191203,"TOTAL",64.3132100272275
"3243",2016,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","DONALD TRUMP","REPUBLICAN",8026,10578,20191203,"TOTAL",75.8744564189828
"3244",2020,"MISSOURI","MO","DUNKLIN",29069,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8135,10419,20210622,"TOTAL",78.0785104136673
"3245",2000,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1124,1728,20191203,"TOTAL",65.0462962962963
"3246",2004,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1178,1774,20191203,"TOTAL",66.4036076662909
"3247",2008,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1080,1644,20191203,"TOTAL",65.6934306569343
"3248",2012,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1506,2034,20191203,"TOTAL",74.0412979351032
"3249",2016,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1771,2243,20191203,"TOTAL",78.9567543468569
"3250",2020,"NORTH DAKOTA","ND","DUNN",38025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1951,2338,20210622,"TOTAL",83.4473909324209
"3251",2000,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",201037,364362,20191203,"TOTAL",55.1750731415461
"3252",2004,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",218902,402446,20191203,"TOTAL",54.3928874929804
"3253",2008,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","BARACK OBAMA","DEMOCRAT",228698,417973,20191203,"TOTAL",54.7159744768203
"3254",2012,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","BARACK OBAMA","DEMOCRAT",199460,401079,20191203,"TOTAL",49.7308510293483
"3255",2016,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",228622,428769,20191203,"TOTAL",53.3205525586038
"3256",2020,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",281222,485104,20210622,"TOTAL",57.9714865266005
"3257",2000,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7840,14390,20191203,"TOTAL",54.4822793606671
"3258",2004,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9611,16583,20191203,"TOTAL",57.956943858168
"3259",2008,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10834,19904,20191203,"TOTAL",54.431270096463
"3260",2012,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","MITT ROMNEY","REPUBLICAN",11416,20592,20191203,"TOTAL",55.4390054390054
"3261",2016,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","DONALD TRUMP","REPUBLICAN",12217,20856,20191203,"TOTAL",58.5778672803989
"3262",2020,"NORTH CAROLINA","NC","DUPLIN",37061,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8930,22715,20210622,"ONE STOP",39.3132291437376
"3263",2000,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","AL GORE","DEMOCRAT",53907,84604,20191203,"TOTAL",63.716845539218
"3264",2004,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","JOHN KERRY","DEMOCRAT",74524,109651,20191203,"TOTAL",67.9647244439175
"3265",2008,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",103456,136897,20191203,"TOTAL",75.5721454816395
"3266",2012,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",111224,146735,20191203,"TOTAL",75.7992299042492
"3267",2016,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",121250,156134,20191203,"TOTAL",77.6576530416181
"3268",2020,"NORTH CAROLINA","NC","DURHAM",37063,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",93803,179914,20210622,"ONE STOP",52.137688006492
"3269",2000,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52669,111762,20191203,"TOTAL",47.1260356829692
"3270",2004,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",59323,123881,20191203,"TOTAL",47.8870851865904
"3271",2008,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",71060,132254,20191203,"TOTAL",53.7299438958368
"3272",2012,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",62063,123705,20191203,"TOTAL",50.1701628875146
"3273",2016,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",62261,130934,20191203,"TOTAL",47.5514381291338
"3274",2020,"NEW YORK","NY","DUTCHESS",36027,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",81443,151889,20210622,"TOTAL",53.620077819987
"3275",2000,"TEXAS","TX","DUVAL",48131,"PRESIDENT","AL GORE","DEMOCRAT",3990,5030,20191203,"TOTAL",79.324055666004
"3276",2004,"TEXAS","TX","DUVAL",48131,"PRESIDENT","JOHN KERRY","DEMOCRAT",2916,4091,20191203,"TOTAL",71.2784160351992
"3277",2008,"TEXAS","TX","DUVAL",48131,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3298,4409,20191203,"TOTAL",74.8015422998412
"3278",2012,"TEXAS","TX","DUVAL",48131,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3331,4344,20191203,"TOTAL",76.6804788213628
"3279",2016,"TEXAS","TX","DUVAL",48131,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",2783,4168,20191203,"TOTAL",66.7706333973129
"3280",2020,"FLORIDA","FL","DUVAL",12031,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",252556,492820,20210622,"TOTAL",51.2471084777404
"3281",2000,"TENNESSEE","TN","DYER",47045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6282,11841,20191203,"TOTAL",53.0529516088168
"3282",2004,"TENNESSEE","TN","DYER",47045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8447,13809,20191203,"TOTAL",61.1702512853936
"3283",2008,"TENNESSEE","TN","DYER",47045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9859,14450,20191203,"TOTAL",68.2283737024221
"3284",2012,"TENNESSEE","TN","DYER",47045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",9921,13800,20191203,"TOTAL",71.8913043478261
"3285",2016,"TENNESSEE","TN","DYER",47045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",10180,13336,20191203,"TOTAL",76.3347330533893
"3286",2020,"TENNESSEE","TN","DYER",47045,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",11768,15079,20210622,"TOTAL",78.0423104980436
"3287",2000,"COLORADO","CO","EAGLE",8037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7165,15188,20191203,"TOTAL",47.1754016328681
"3288",2004,"COLORADO","CO","EAGLE",8037,"PRESIDENT","JOHN KERRY","DEMOCRAT",9744,18511,20191203,"TOTAL",52.6389714223975
"3289",2008,"COLORADO","CO","EAGLE",8037,"PRESIDENT","BARACK OBAMA","DEMOCRAT",13187,21652,20191203,"TOTAL",60.9043044522446
"3290",2012,"COLORADO","CO","EAGLE",8037,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12792,22668,20191203,"TOTAL",56.43197458973
"3291",2016,"COLORADO","CO","EAGLE",8037,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",14099,25223,20191203,"TOTAL",55.8973952345082
"3292",2020,"COLORADO","CO","EAGLE",8037,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",18588,29140,20210622,"TOTAL",63.7886067261496
"3293",2000,"GEORGIA","GA","EARLY",13099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1938,3585,20191203,"TOTAL",54.0585774058577
"3294",2004,"GEORGIA","GA","EARLY",13099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2495,4213,20191203,"TOTAL",59.2214573937812
"3295",2008,"GEORGIA","GA","EARLY",13099,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2711,5335,20191203,"TOTAL",50.8153701968135
"3296",2012,"GEORGIA","GA","EARLY",13099,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2765,5353,20191203,"TOTAL",51.6532785354007
"3297",2016,"GEORGIA","GA","EARLY",13099,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2552,4785,20191203,"TOTAL",53.3333333333333
"3298",2020,"GEORGIA","GA","EARLY",13099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1504,5187,20210622,"ADVANCED VOTING",28.9955658376711
"3299",2000,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",89128,168989,20191203,"TOTAL",52.7418944428336
"3300",2004,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",99943,183642,20191203,"TOTAL",54.4227355398003
"3301",2008,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",99652,197349,20191203,"TOTAL",50.4953154057026
"3302",2012,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",102656,198171,20191203,"TOTAL",51.8017267915083
"3303",2016,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",102828,196491,20191203,"TOTAL",52.332167885552
"3304",2020,"LOUISIANA","LA","EAST BATON ROUGE",22033,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",115577,208182,20210622,"TOTAL",55.5172877578273
"3305",2000,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","AL GORE","DEMOCRAT",1876,3245,20191203,"TOTAL",57.8120184899846
"3306",2004,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","JOHN KERRY","DEMOCRAT",1980,3395,20191203,"TOTAL",58.3210603829161
"3307",2008,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2267,3559,20191203,"TOTAL",63.6976678842371
"3308",2012,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2478,4008,20191203,"TOTAL",61.8263473053892
"3309",2016,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",1838,2939,20191203,"TOTAL",62.5382783259612
"3310",2020,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",1900,3036,20210622,"TOTAL",62.5823451910408
"3311",2000,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4051,8099,20191203,"TOTAL",50.0185208050377
"3312",2004,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5021,9201,20191203,"TOTAL",54.5701554178894
"3313",2008,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5432,9947,20191203,"TOTAL",54.6094299788881
"3314",2012,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5397,10209,20191203,"TOTAL",52.8651190126359
"3315",2016,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5569,10042,20191203,"TOTAL",55.4570802628958
"3316",2020,"LOUISIANA","LA","EAST FELICIANA",22037,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6064,10509,20210622,"TOTAL",57.7029213055476
"3317",2000,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4531,6414,20191203,"TOTAL",70.6423448705956
"3318",2004,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5249,6857,20191203,"TOTAL",76.5495114481552
"3319",2008,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5165,6509,20191203,"TOTAL",79.3516669227224
"3320",2012,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5444,6495,20191203,"TOTAL",83.8183217859892
"3321",2016,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6011,6963,20191203,"TOTAL",86.3277322992963
"3322",2020,"TEXAS","TX","EASTLAND",48133,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7237,8293,20210622,"TOTAL",87.266369227059
"3323",2000,"MICHIGAN","MI","EATON",26045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",24803,49272,20191203,"TOTAL",50.3389348920279
"3324",2004,"MICHIGAN","MI","EATON",26045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",29781,55755,20191203,"TOTAL",53.4140435835351
"3325",2008,"MICHIGAN","MI","EATON",26045,"PRESIDENT","BARACK OBAMA","DEMOCRAT",30742,57616,20191203,"TOTAL",53.3567064704249
"3326",2012,"MICHIGAN","MI","EATON",26045,"PRESIDENT","BARACK OBAMA","DEMOCRAT",27913,54788,20191203,"TOTAL",50.9472877272395
"3327",2016,"MICHIGAN","MI","EATON",26045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",27609,56221,20191203,"TOTAL",49.1079845609292
"3328",2020,"MICHIGAN","MI","EATON",26045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",31798,64327,20210622,"TOTAL",49.4318093491069
"3329",2000,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","AL GORE","DEMOCRAT",24078,47875,20191203,"TOTAL",50.2934725848564
"3330",2004,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","JOHN KERRY","DEMOCRAT",30068,55437,20191203,"TOTAL",54.2381441997222
"3331",2008,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",33146,55010,20191203,"TOTAL",60.2544991819669
"3332",2012,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",30666,54806,20191203,"TOTAL",55.9537276940481
"3333",2016,"WISCONSIN","WI","EAU CLAIRE",55035,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",27294,54885,20191203,"TOTAL",49.7294342716589
"3334",2020,"WISCONSIN","WI","EAU CLAIRE",55035,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",31620,58275,20210622,"TOTAL",54.2599742599743
"3335",2000,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",614,898,20191203,"TOTAL",68.3741648106904
"3336",2004,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",757,991,20191203,"TOTAL",76.3874873864783
"3337",2008,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",981,1187,20191203,"TOTAL",82.6453243470935
"3338",2012,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","MITT ROMNEY","REPUBLICAN",917,1102,20191203,"TOTAL",83.2123411978221
"3339",2016,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1007,1182,20191203,"TOTAL",85.1945854483926
"3340",2020,"GEORGIA","GA","ECHOLS",13101,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",909,1441,20210622,"ADVANCED VOTING",63.0811936155448
"3341",2000,"TEXAS","TX","ECTOR",48135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",22893,32901,20191203,"TOTAL",69.5814716877906
"3342",2004,"TEXAS","TX","ECTOR",48135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",27502,36310,20191203,"TOTAL",75.7422197741669
"3343",2008,"TEXAS","TX","ECTOR",48135,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",26199,35606,20191203,"TOTAL",73.5802954558221
"3344",2012,"TEXAS","TX","ECTOR",48135,"PRESIDENT","MITT ROMNEY","REPUBLICAN",24010,32513,20191203,"TOTAL",73.8473841232738
"3345",2016,"TEXAS","TX","ECTOR",48135,"PRESIDENT","DONALD TRUMP","REPUBLICAN",25020,36530,20191203,"TOTAL",68.4916506980564
"3346",2020,"TEXAS","TX","ECTOR",48135,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",32697,44591,20210622,"TOTAL",73.3264560113027
"3347",2000,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10335,17787,20191203,"TOTAL",58.1042334289088
"3348",2004,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13268,20270,20191203,"TOTAL",65.4563394178589
"3349",2008,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",12500,20093,20191203,"TOTAL",62.2107201512965
"3350",2012,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12583,19269,20191203,"TOTAL",65.3017800612383
"3351",2016,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13147,19667,20191203,"TOTAL",66.8480195250928
"3352",2020,"NEW MEXICO","NM","EDDY",35015,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",17454,23222,20210622,"TOTAL",75.1614847988976
"3353",2000,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4833,8232,20191203,"TOTAL",58.7099125364432
