"","year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","party_participation"
"3354",2004,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5258,8429,20191203,"TOTAL",62.3798789892039
"3355",2008,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",4398,8255,20191203,"TOTAL",53.2768019382193
"3356",2012,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5132,7819,20191203,"TOTAL",65.6349916869165
"3357",2016,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5645,7873,20191203,"TOTAL",71.7007493966722
"3358",2020,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6193,8196,20210622,"TOTAL",75.5612493899463
"3359",2000,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","AL GORE","DEMOCRAT",11315,18202,20191203,"TOTAL",62.1634985166465
"3360",2004,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","JOHN KERRY","DEMOCRAT",12877,21079,20191203,"TOTAL",61.0892357322454
"3361",2008,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","BARACK OBAMA","DEMOCRAT",17403,25930,20191203,"TOTAL",67.1153104512148
"3362",2012,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","BARACK OBAMA","DEMOCRAT",18310,26972,20191203,"TOTAL",67.8852142963073
"3363",2016,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",16224,24886,20191203,"TOTAL",65.1932813630154
"3364",2020,"NORTH CAROLINA","NC","EDGECOMBE",37065,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",11837,25477,20210622,"ONE STOP",46.461514307022
"3365",2000,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4760,8834,20191203,"TOTAL",53.8827258320127
"3366",2004,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5611,9746,20191203,"TOTAL",57.5723373691771
"3367",2008,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6334,11520,20191203,"TOTAL",54.9826388888889
"3368",2012,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","MITT ROMNEY","REPUBLICAN",6512,11586,20191203,"TOTAL",56.2057655791472
"3369",2016,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","DONALD TRUMP","REPUBLICAN",6842,11644,20191203,"TOTAL",58.7598763311577
"3370",2020,"SOUTH CAROLINA","SC","EDGEFIELD",45037,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4322,13304,20210622,"ELECTION DAY",32.4864702345159
"3371",2000,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3250,4995,20191203,"TOTAL",65.0650650650651
"3372",2004,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3595,5481,20191203,"TOTAL",65.5902207626346
"3373",2008,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3562,5270,20191203,"TOTAL",67.5901328273245
"3374",2012,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3232,4668,20191203,"TOTAL",69.2373607540703
"3375",2016,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4135,5244,20191203,"TOTAL",78.8520213577422
"3376",2020,"KENTUCKY","KY","EDMONSON",21061,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4828,6131,20210622,"ELECTION DAY",78.7473495351492
"3377",2000,"SOUTH DAKOTA","SD","EDMUNDS",46045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1257,1986,20191203,"TOTAL",63.2930513595166
"3378",2004,"SOUTH DAKOTA","SD","EDMUNDS",46045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1434,2234,20191203,"TOTAL",64.189794091316
"3379",2008,"SOUTH DAKOTA","SD","EDMUNDS",46045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1213,2053,20191203,"TOTAL",59.0842669264491
"3380",2012,"SOUTH DAKOTA","SD","EDMUNDS",46045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1264,1936,20191203,"TOTAL",65.2892561983471
"3381",2016,"SOUTH DAKOTA","SD","EDMUNDS",46045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1433,1918,20191203,"TOTAL",74.7132429614181
"3382",2020,"SOUTH DAKOTA","SD","EDMUNDS",46045,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1538,1985,20210622,"TOTAL",77.4811083123426
"3383",2000,"TEXAS","TX","EDWARDS",48137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",663,937,20191203,"TOTAL",70.7577374599787
"3384",2004,"TEXAS","TX","EDWARDS",48137,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",745,963,20191203,"TOTAL",77.3624091381101
"3385",2008,"KANSAS","KS","EDWARDS",20047,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",995,1357,20191203,"TOTAL",73.3235077376566
"3386",2012,"KANSAS","KS","EDWARDS",20047,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1059,1385,20191203,"TOTAL",76.4620938628159
"3387",2016,"ILLINOIS","IL","EDWARDS",17047,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2778,3347,20191203,"TOTAL",82.9997012249776
"3388",2020,"ILLINOIS","IL","EDWARDS",17047,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2833,3366,20210622,"TOTAL",84.1651812240048
"3389",2000,"GEORGIA","GA","EFFINGHAM",13103,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7326,10650,20191203,"TOTAL",68.7887323943662
"3390",2004,"GEORGIA","GA","EFFINGHAM",13103,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",12503,16167,20191203,"TOTAL",77.3365497618606
"3391",2008,"GEORGIA","GA","EFFINGHAM",13103,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",15230,20316,20191203,"TOTAL",74.9655443985037
"3392",2012,"ILLINOIS","IL","EFFINGHAM",17049,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12501,16613,20191203,"TOTAL",75.2482995244688
"3393",2016,"ILLINOIS","IL","EFFINGHAM",17049,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13635,17609,20191203,"TOTAL",77.4319950025555
"3394",2020,"ILLINOIS","IL","EFFINGHAM",17049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15006,19049,20210622,"TOTAL",78.7757887553152
"3395",2000,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",42045,72136,20191203,"TOTAL",58.2857380503493
"3396",2004,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52878,86278,20191203,"TOTAL",61.2879297155706
"3397",2008,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",50314,92926,20191203,"TOTAL",54.144157716893
"3398",2012,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","MITT ROMNEY","REPUBLICAN",50973,88774,20191203,"TOTAL",57.4188388492126
"3399",2016,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","DONALD TRUMP","REPUBLICAN",49247,93591,20191203,"TOTAL",52.6193757946811
"3400",2020,"CALIFORNIA","CA","EL DORADO",6017,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",61838,116159,20210622,"TOTAL",53.2356511333603
"3401",2000,"COLORADO","CO","EL PASO",8041,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",128294,200757,20191203,"TOTAL",63.9051191241152
"3402",2004,"COLORADO","CO","EL PASO",8041,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",161361,241786,20191203,"TOTAL",66.7371146385647
"3403",2008,"TEXAS","TX","EL PASO",48141,"PRESIDENT","BARACK OBAMA","DEMOCRAT",122021,185233,20191203,"TOTAL",65.8743312476718
"3404",2012,"TEXAS","TX","EL PASO",48141,"PRESIDENT","BARACK OBAMA","DEMOCRAT",112952,172412,20191203,"TOTAL",65.5128413335499
"3405",2016,"TEXAS","TX","EL PASO",48141,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",147843,214008,20191203,"TOTAL",69.082931479197
"3406",2020,"TEXAS","TX","EL PASO",48141,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",178126,266729,20210622,"TOTAL",66.7816397916987
"3407",2000,"COLORADO","CO","ELBERT",8039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6151,8965,20191203,"TOTAL",68.6112660345789
"3408",2004,"COLORADO","CO","ELBERT",8039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8389,11361,20191203,"TOTAL",73.840330956782
"3409",2008,"COLORADO","CO","ELBERT",8039,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9108,13206,20191203,"TOTAL",68.9686506133576
"3410",2012,"COLORADO","CO","ELBERT",8039,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10266,14178,20191203,"TOTAL",72.4079559881506
"3411",2016,"COLORADO","CO","ELBERT",8039,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11705,15978,20191203,"TOTAL",73.2569783452247
"3412",2020,"COLORADO","CO","ELBERT",8039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14027,18983,20210622,"TOTAL",73.8924300690091
"3413",2000,"KANSAS","KS","ELK",20049,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1080,1550,20191203,"TOTAL",69.6774193548387
"3414",2004,"KANSAS","KS","ELK",20049,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1119,1515,20191203,"TOTAL",73.8613861386139
"3415",2008,"KANSAS","KS","ELK",20049,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1042,1434,20191203,"TOTAL",72.6638772663877
"3416",2012,"KANSAS","KS","ELK",20049,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1049,1369,20191203,"TOTAL",76.6252739225712
"3417",2016,"KANSAS","KS","ELK",20049,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1048,1259,20191203,"TOTAL",83.2406671961874
"3418",2020,"KANSAS","KS","ELK",20049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1140,1361,20210622,"TOTAL",83.7619397501837
"3419",2000,"INDIANA","IN","ELKHART",18039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",36756,54482,20191203,"TOTAL",67.4644836826842
"3420",2004,"INDIANA","IN","ELKHART",18039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",42967,61380,20191203,"TOTAL",70.0016291951776
"3421",2008,"INDIANA","IN","ELKHART",18039,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",39396,71458,20191203,"TOTAL",55.1316857454729
"3422",2012,"INDIANA","IN","ELKHART",18039,"PRESIDENT","MITT ROMNEY","REPUBLICAN",42378,67852,20191203,"TOTAL",62.4565230206921
"3423",2016,"INDIANA","IN","ELKHART",18039,"PRESIDENT","DONALD TRUMP","REPUBLICAN",41867,65630,20191203,"TOTAL",63.7924729544416
"3424",2020,"INDIANA","IN","ELKHART",18039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",46972,74387,20210622,"TOTAL",63.1454420799333
"3425",2000,"NEVADA","NV","ELKO",32007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11025,14180,20191203,"TOTAL",77.7503526093089
"3426",2004,"NEVADA","NV","ELKO",32007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11938,15309,20191203,"TOTAL",77.9802730420014
"3427",2008,"NEVADA","NV","ELKO",32007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10969,16019,20191203,"TOTAL",68.474936013484
"3428",2012,"NEVADA","NV","ELKO",32007,"PRESIDENT","MITT ROMNEY","REPUBLICAN",12014,15986,20191203,"TOTAL",75.153259101714
"3429",2016,"NEVADA","NV","ELKO",32007,"PRESIDENT","DONALD TRUMP","REPUBLICAN",13551,18559,20191203,"TOTAL",73.01578748855
"3430",2020,"NEVADA","NV","ELKO",32007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16734,21957,20210622,"TOTAL",76.2125973493647
"3431",2000,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","AL GORE","DEMOCRAT",1525,2381,20191203,"TOTAL",64.0487190256195
"3432",2004,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","JOHN KERRY","DEMOCRAT",2064,2957,20191203,"TOTAL",69.8004734528238
"3433",2008,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1535,2515,20191203,"TOTAL",61.0337972166998
"3434",2012,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1186,2399,20191203,"TOTAL",49.437265527303
"3435",2016,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",2000,2855,20191203,"TOTAL",70.0525394045534
"3436",2020,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2246,2995,20210622,"ELECTION DAY",74.991652754591
"3437",2000,"OKLAHOMA","OK","ELLIS",40045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1513,2013,20191203,"TOTAL",75.1614505712866
"3438",2004,"OKLAHOMA","OK","ELLIS",40045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1685,2080,20191203,"TOTAL",81.0096153846154
"3439",2008,"OKLAHOMA","OK","ELLIS",40045,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1627,1909,20191203,"TOTAL",85.227867993714
"3440",2012,"OKLAHOMA","OK","ELLIS",40045,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1575,1801,20191203,"TOTAL",87.4514158800666
"3441",2016,"OKLAHOMA","OK","ELLIS",40045,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1611,1827,20191203,"TOTAL",88.1773399014778
"3442",2020,"OKLAHOMA","OK","ELLIS",40045,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",1356,1873,20210622,"ELECTION DAY",72.3972237052856
"3443",2000,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1845,2839,20191203,"TOTAL",64.9876717153928
"3444",2004,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2259,3102,20191203,"TOTAL",72.8239845261122
"3445",2008,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",2021,2938,20191203,"TOTAL",68.788291354663
"3446",2012,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1930,2712,20191203,"TOTAL",71.165191740413
"3447",2016,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1969,2679,20191203,"TOTAL",73.4975737215379
"3448",2020,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2148,2853,20210622,"TOTAL",75.2891692954784
"3449",2000,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",16777,23804,20191203,"TOTAL",70.4797513023021
"3450",2004,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",22056,28680,20191203,"TOTAL",76.9037656903766
"3451",2008,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",25777,34315,20191203,"TOTAL",75.1187527320414
"3452",2012,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","MITT ROMNEY","REPUBLICAN",26253,35485,20191203,"TOTAL",73.9833732563055
"3453",2016,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","DONALD TRUMP","REPUBLICAN",27634,37260,20191203,"TOTAL",74.1653247450349
"3454",2020,"ALABAMA","AL","ELMORE",1051,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",30164,41030,20210622,"TOTAL",73.5169388252498
"3455",2000,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3343,6263,20191203,"TOTAL",53.3769758901485
"3456",2004,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4666,7468,20191203,"TOTAL",62.4799143010177
"3457",2008,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",5110,8242,20191203,"TOTAL",61.9995146809027
"3458",2012,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","MITT ROMNEY","REPUBLICAN",5100,8083,20191203,"TOTAL",63.0953853767166
"3459",2016,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","DONALD TRUMP","REPUBLICAN",5335,7860,20191203,"TOTAL",67.8753180661578
"3460",2020,"GEORGIA","GA","EMANUEL",13107,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3126,9501,20210622,"ADVANCED VOTING",32.9017998105463
"3461",2000,"UTAH","UT","EMERY",49015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3243,4398,20191203,"TOTAL",73.7380627557981
"3462",2004,"UTAH","UT","EMERY",49015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3781,4678,20191203,"TOTAL",80.8251389482685
"3463",2008,"UTAH","UT","EMERY",49015,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3358,4448,20191203,"TOTAL",75.4946043165468
"3464",2012,"UTAH","UT","EMERY",49015,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3777,4449,20191203,"TOTAL",84.8954821308159
"3465",2016,"UTAH","UT","EMERY",49015,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3425,4289,20191203,"TOTAL",79.8554441594777
"3466",2020,"UTAH","UT","EMERY",49015,"US PRESIDENT","DONALD J TRUMP","REPUBLICAN",4207,4898,20210622,"TOTAL",85.8922008983258
"3467",2000,"MICHIGAN","MI","EMMET",26047,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8602,14711,20191203,"TOTAL",58.4732513085446
"3468",2004,"MICHIGAN","MI","EMMET",26047,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10332,17372,20191203,"TOTAL",59.4750172691688
"3469",2008,"MICHIGAN","MI","EMMET",26047,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9314,18149,20191203,"TOTAL",51.3196319356438
"3470",2012,"MICHIGAN","MI","EMMET",26047,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10253,17709,20191203,"TOTAL",57.8971144615732
"3471",2016,"IOWA","IA","EMMET",19063,"PRESIDENT","DONALD TRUMP","REPUBLICAN",3124,4753,20191203,"TOTAL",65.7269093204292
"3472",2020,"MICHIGAN","MI","EMMET",26047,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",12135,22177,20210622,"TOTAL",54.7188528655815
"3473",2000,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1430,1992,20191203,"TOTAL",71.7871485943775
"3474",2004,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1449,2113,20191203,"TOTAL",68.5754850922858
"3475",2008,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",1230,1837,20191203,"TOTAL",66.9569951007077
"3476",2012,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","MITT ROMNEY","REPUBLICAN",1435,1884,20191203,"TOTAL",76.1677282377919
"3477",2016,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","DONALD TRUMP","REPUBLICAN",1677,1981,20191203,"TOTAL",84.6542150429076
"3478",2020,"NORTH DAKOTA","ND","EMMONS",38029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1738,2009,20210622,"TOTAL",86.5107018417123
"3479",2000,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","AL GORE","DEMOCRAT",1116,2080,20191203,"TOTAL",53.6538461538462
"3480",2004,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","JOHN KERRY","DEMOCRAT",1247,2221,20191203,"TOTAL",56.1458802341288
"3481",2008,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1702,2617,20191203,"TOTAL",65.0363011081391
"3482",2012,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1793,2696,20191203,"TOTAL",66.5059347181009
"3483",2016,"VIRGINIA","VA","EMPORIA",51595,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",1530,2367,20191203,"TOTAL",64.638783269962
"3484",2020,"VIRGINIA","VA","EMPORIA CITY",51595,"US PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",816,2384,20210622,"ELECTION DAY",34.2281879194631
"3485",2000,"TEXAS","TX","ERATH",48143,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8126,11115,20191203,"TOTAL",73.1084120557805
"3486",2004,"TEXAS","TX","ERATH",48143,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9506,12281,20191203,"TOTAL",77.4041201856526
"3487",2008,"TEXAS","TX","ERATH",48143,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",10768,14019,20191203,"TOTAL",76.8100435123761
"3488",2012,"TEXAS","TX","ERATH",48143,"PRESIDENT","MITT ROMNEY","REPUBLICAN",10329,12473,20191203,"TOTAL",82.810871482402
"3489",2016,"TEXAS","TX","ERATH",48143,"PRESIDENT","DONALD TRUMP","REPUBLICAN",11210,13893,20191203,"TOTAL",80.68811631757
"3490",2020,"TEXAS","TX","ERATH",48143,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13684,16856,20210622,"TOTAL",81.1817750355956
"3491",2000,"NEW YORK","NY","ERIE",36029,"PRESIDENT","AL GORE","DEMOCRAT",240176,424654,20191203,"TOTAL",56.5580449024382
"3492",2004,"NEW YORK","NY","ERIE",36029,"PRESIDENT","JOHN KERRY","DEMOCRAT",240563,445138,20191203,"TOTAL",54.0423419254254
"3493",2008,"PENNSYLVANIA","PA","ERIE",42049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",75775,127642,20191203,"TOTAL",59.3652559502358
"3494",2012,"PENNSYLVANIA","PA","ERIE",42049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",68036,118619,20191203,"TOTAL",57.3567472327368
"3495",2016,"OHIO","OH","ERIE",39043,"PRESIDENT","DONALD TRUMP","REPUBLICAN",19648,37578,20191203,"TOTAL",52.2859119697696
"3496",2020,"NEW YORK","NY","ERIE",36029,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",267174,476787,20210622,"TOTAL",56.0363432727822
"3497",2000,"FLORIDA","FL","ESCAMBIA",12033,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",73017,116648,20191203,"TOTAL",62.596015362458
"3498",2004,"ALABAMA","AL","ESCAMBIA",1053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8513,12395,20191203,"TOTAL",68.6809197256958
"3499",2008,"ALABAMA","AL","ESCAMBIA",1053,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9375,14674,20191203,"TOTAL",63.8885102903094
"3500",2012,"ALABAMA","AL","ESCAMBIA",1053,"PRESIDENT","MITT ROMNEY","REPUBLICAN",9287,14869,20191203,"TOTAL",62.4588069137131
"3501",2016,"ALABAMA","AL","ESCAMBIA",1053,"PRESIDENT","DONALD TRUMP","REPUBLICAN",9935,14845,20191203,"TOTAL",66.9248905355338
"3502",2020,"ALABAMA","AL","ESCAMBIA",1053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10869,15910,20210622,"TOTAL",68.3155248271527
"3503",2000,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",333,491,20191203,"TOTAL",67.8207739307536
"3504",2004,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",367,481,20191203,"TOTAL",76.2993762993763
"3505",2008,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",303,439,20191203,"TOTAL",69.0205011389522
"3506",2012,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","MITT ROMNEY","REPUBLICAN",317,435,20191203,"TOTAL",72.8735632183908
"3507",2016,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","DONALD TRUMP","REPUBLICAN",329,423,20191203,"TOTAL",77.7777777777778
"3508",2020,"NEVADA","NV","ESMERALDA",32009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",395,480,20210622,"TOTAL",82.2916666666667
"3509",2000,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","AL GORE","DEMOCRAT",185505,259573,20191203,"TOTAL",71.4654451734194
"3510",2004,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","JOHN KERRY","DEMOCRAT",203681,289348,20191203,"TOTAL",70.393090672823
"3511",2008,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",240306,315004,20191203,"TOTAL",76.2866503282498
"3512",2012,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",236618,303019,20191203,"TOTAL",78.0868526396034
"3513",2016,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","HILLARY CLINTON","DEMOCRAT",240837,310934,20191203,"TOTAL",77.4559874442808
"3514",2020,"NEW JERSEY","NJ","ESSEX",34013,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",266820,345311,20210622,"TOTAL",77.2694759217054
"3515",2000,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3033,4710,20191203,"TOTAL",64.3949044585987
"3516",2004,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3633,5575,20191203,"TOTAL",65.1659192825112
"3517",2008,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",3685,5314,20191203,"TOTAL",69.3451260820474
"3518",2012,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","MITT ROMNEY","REPUBLICAN",3749,5184,20191203,"TOTAL",72.3186728395062
"3519",2016,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","DONALD TRUMP","REPUBLICAN",4236,5545,20191203,"TOTAL",76.3931469792606
"3520",2020,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5100,6538,20210622,"ELECTION DAY",78.0055062710309
"3521",2000,"ALABAMA","AL","ETOWAH",1055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",21087,39348,20191203,"TOTAL",53.5910338517841
"3522",2004,"ALABAMA","AL","ETOWAH",1055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26999,42680,20191203,"TOTAL",63.2591377694471
